source,source_type,relation,sub_relation,target,target_type,source_table
磺苄西林,西药,注意事项,,慎用：(1)有哮喘、湿疹、枯草热、荨麻疹等过敏性疾病史者；(2)孕妇及哺乳期妇女；(3)严重肝、肾功能障碍者。,,
碘普罗胺,西药,不良反应,,胸闷,,
利福平,西药,二级分类,,抗结核药,,
中分子羟乙基淀粉130/0.4,西药,禁忌证,,肺水肿,,
环酯红霉素,西药,注意事项,,本品宜空腹服用，以利吸收。,,
克仑特罗,西药,注意事项,,本品口服用过量，给予β受体拮抗剂后症状可即消失，与β受体拮抗剂有相互拮抗作用。,,
利巴韦林,西药,不良反应,,白细胞减少,,
克林霉素,西药,同义词,,特丽仙,,
螺旋霉素,西药,同义词,,Rovamycin,,
矽肺宁片,中成药,注意事项,,服药期间不宜食用冷饮、辛辣食品。,,
辛岑颗粒,中成药,一级分类,,呼吸系统药物,,
环乙米特,西药,同义词,,巴特芬,,
复方磺胺甲噁唑,西药,不良反应,,过敏反应,,
妥洛特罗,西药,同义词,,丁氯喘,,
头孢沙定,西药,禁忌证,,过敏,,
拉氧头孢,西药,同义词,,拉他头孢,,
细辛脑,中成药,适应证,,病毒性肺炎,,
特他洛尔,西药,注意事项,,(1)禁用于哮喘、未被控制的充血性心力衰竭、高度房室传导阻滞未用起搏器控制者、严重脉搏徐缓(50次/min、雷诺综合征，严重肾功能不全(肌酸酐清除率低于10ml/min)，同时使用单胺氧化酶抑制药或异搏定者。(2)孕妇慎用。(3)不宜与胺碘酮合用。(4)充血性心力衰竭病人在使用β-阻滞药前应给予洋地黄。心绞痛病人不能突然停药，否则可能突发心肌梗死和室性心律失常。对糖尿病病人可能发生低血糖。为避免过度心搏徐缓，静脉给药应缓慢或给予阿托品。(5)给药过量时可能引起心搏过度徐缓、心力衰竭、低血压和支气管痉挛。(6)本品可与利尿药、ACE抑制药、钙拮抗药(异搏定除外)、血管扩张药合用。,,
香菊胶囊,中成药,注意事项,,其他：凡外感风寒之鼻塞，流清涕者，应根据病情辨证选用。,,
培洛霉素,西药,同义词,,PLM,,
洛匹那韦/利托那韦,西药,用法用量,,儿童按体重给药，体重7～15kg者给12mg/kg，15～40kg给10mg/kg，每次最高不可超过400mg/100mg。,,
头孢噻肟,西药,药物剂型,,注射剂(粉)：0.5g，1.0g，2.0g。,,
红霉素,西药,用法用量,,儿童:(1)口服给药：每天30～50mg/kg，分3～4次服用。(2)局部给药：沙眼、结膜炎、角膜炎，用适量眼膏涂于眼睑内，每天数次。,,
巴氨西林,西药,同义词,,氨苄青霉素碳酯,,
粉尘螨,西药,注意事项,,用药中凡注射后24小时内有局部红肿、皮疹者，下次注射应将剂量减半或减少1/3，以观察反应的变化。,,
参麦注射液,中成药,注意事项,,过敏反应包括过敏性休克较多报道。,,
阿替普酶,西药,注意事项,,本药一般不能与其他药物配伍静脉滴注，也不能与其他药物共用一条静脉血管来滴注。,,
杜什氯铵,西药,不良反应,,支气管痉挛,,
波替单抗,西药,不良反应,,呼吸衰竭,,
头孢哌酮,西药,同义词,,达诺欣,,
色甘酸钠,西药,同义词,,咽泰,,
强力枇杷露,中成药,用法用量,,口服，一次15ml，一天3次。,,
可待因,西药,不良反应,,嗜睡,,
单硝酸异山梨酯,西药,适应证,,肺动脉高压,,
阿克他利,西药,同义词,,阿他利特,,
鱼腥草注射液,中成药,适应证,,肺脓肿,,
莫米松,西药,二级分类,,激素类药物,,
马布特罗,西药,适应证,,支气管炎,,
头孢托仑酯,西药,禁忌证,,过敏,,
麦白霉素,西药,所属科目,,抗生素,,
沙美特罗替卡松,西药,不良反应,,刺激,,
复方磺胺甲噁唑,西药,同义词,,复方新明磺,,
帕尼培南/倍他米隆,西药,所属科目,,抗生素,,
去甲万古霉素,西药,禁忌证,,过敏,,
丙羟茶碱,西药,三级分类,,茶碱类药,,
多索茶碱,西药,用法用量,,胶囊：一次300～400mg，一日2次。静脉注射：一次200mg，每12小时1次，以50%葡萄糖注射液稀释至40ml缓慢静脉注射，时间应在20min以上，5～l0日为一疗程。静脉滴注：将本药300mg加入5%葡萄糖注射液或生理盐水注射液100ml中，缓慢静脉滴注，滴注时间不少于30min，一日1次，5～10日为一疗程。其他疾病时剂量：合并高血压、充血性心力衰竭、肺源性心脏病、甲状腺功能亢进、肝脏疾病、肾功能减退的患者用药时应减量。国外用法用量参考：成人常规剂量：口服给药：,,
环己二胺硫酸铂,西药,同义词,,硫酸环己烷二氨铂,,
磷氟康唑,西药,二级分类,,抗真菌药,,
扎鲁司特,西药,用法用量,,儿童：常规剂量，口服给药。12岁以上（包括12岁）儿童，用量同成人。,,
巴氨西林,西药,所属科目,,抗生素,,
克念菌素,西药,所属科目,,抗生素,,
克拉霉素,西药,一级分类,,抗生素,,
毒毛花苷K,西药,同义词,,毒毛苷K,,
银黄注射液,中成药,所属科目,,呼吸系统药物,,
厄他培南,西药,同义词,,MK-0826,,
清开灵注射液,中成药,适应证,,肺炎,,
醋甲胆碱,西药,禁忌证,,哮喘,,
[重组]人粒细胞巨噬细胞集落刺激因子,西药,同义词,,吉姆欣,,
头孢甲肟,西药,用法用量,,静脉给药:,,
甲氧西林,西药,同义词,,二甲氧基苯青霉素,,
甘草流浸膏,西药,同义词,,棕色合剂,,
阿莫西林/克拉维酸钾,西药,适应证,,大叶性肺炎,,
磷酸克林霉素,西药,同义词,,磷酸氯林可霉素,,
氨茶碱,西药,药物剂型,,止喘栓：成人用，每个含氨茶碱0.4g，盐酸异丙嗪0.025g，苯佐卡因0.045g；小儿用，每个含量减半。,,
地美环素,西药,适应证,,肺炎,,
依他佐辛,西药,不良反应,,呼吸抑制,,
泼尼松龙琥珀酸钠,西药,三级分类,,其他,,
噻托溴铵,西药,适应证,,气管炎,,
头孢呋辛,西药,同义词,,Kefurox,,
依奈普特,西药,同义词,,西那依普,,
氮[13N]氨水,西药,用法用量,,负荷显像：注射氮[13N]氨水注射液后40min，给负荷药物，8min后再注射370～740MBq，采集15～20min。儿童酌减。,,
曲伐沙星,西药,一级分类,,抗生素,,
倍氯米松,西药,注意事项,,儿童、孕妇及妊娠妇女慎用。,,
头孢沙定,西药,不良反应,,过敏性休克,,
肿节风,中成药,所属科目,,呼吸系统药物,,
卷曲霉素,西药,不良反应,,眩晕,,
瑞芬太尼,西药,注意事项,,025μg/(kg·min)。,,
锝[99mTc]聚合白蛋白,西药,同义词,,99mTc-MAA,,
依酚氯铵,西药,同义词,,腾喜龙,,
倍氯米松,西药,不良反应,,感染,,
布地奈德/福莫特罗,西药,英文名称,,Budesonide/Formoterol,,
阿司匹林,西药,不良反应,,过敏性休克,,
头孢拉宗,西药,注意事项,,慎用:(1)对其他β-内酰胺类抗生素过敏者慎用；(2)头孢拉宗钠对孕妇及早产儿、新生儿的用药安全性未确定，孕妇及早产儿、新生儿慎用；(3)肝、肾功能不全者慎用；(4)高度过敏性体质者慎用；(5)高龄、体弱者慎用；(6)胃肠道吸收不好或需依靠肠外营养者慎用。,,
吗啡,西药,不良反应,,发绀,,
罗红霉素,西药,同义词,,蓓克,,
头孢他啶,西药,英文名称,,Ceftazidime,,
培美曲塞,西药,不良反应,,骨髓抑制,,
环磷酰胺,西药,注意事项,,常规剂量的CTX不产生心脏毒性，但当高剂量时可产生心肌坏死，偶可发生肺纤维化。,,
氯解磷定,西药,同义词,,PAM-C1,,
沙丁胺醇,西药,同义词,,爱纳灵,,
氨茶碱,西药,同义词,,乙二胺茶碱,,
氯唑西林,西药,一级分类,,抗生素,,
吡嗪酰胺,西药,禁忌证,,高尿酸血症,,
恩夫韦地,西药,不良反应,,肺炎,,
硫唑嘌呤,西药,三级分类,,免疫抑制剂,,
头孢匹林,西药,用法用量,,儿童和3月龄以上婴儿：每天40～80mg/kg，每6小时1次。,,
氯唑西林,西药,同义词,,氯唑青霉素,,
沙丁胺醇,西药,不良反应,,激动,,
氨茶碱,西药,不良反应,,头晕,,
帕珠沙星,西药,用法用量,,成人每次300mg，溶于5%葡萄糖液中静滴，2次/d，疗程3～14天。其中中或重度慢性呼吸道感染和术后感染疗程3～14天，复杂性尿路感染和妇科感染疗程5天。,,
替加氟,西药,同义词,,呋氟嘧啶,,
米诺环素,西药,同义词,,Minocyn,,
夫西地酸,西药,同义词,,立思丁,,
长链脂肪乳,西药,注意事项,,对大豆蛋白过敏者，用药前须做过敏试验。1,,
氨苄西林,西药,同义词,,苄那消,,
司氟沙星,西药,同义词,,司巴乐,,
培氟沙星,西药,同义词,,Pefloxacinum,,
复方福尔可定,西药,用法用量,,成人常规剂量：口服给药：一次10ml，一日3～4次。肾功能不全时剂量：严重肾功能损害者，需调整剂量。肝功能不全时剂量：严重肝功能损害者，需调整剂量。,,
强力安喘通,西药,适应证,,小儿支气管哮喘,,
鸦胆子油乳注射液,中成药,注意事项,,冷暗处保存，不得冷冻。,,
伪麻黄碱,西药,一级分类,,呼吸系统药物,,
洛吡那韦,西药,禁忌证,,过敏,,
甲氨蝶呤,西药,同义词,,Ledertrexate,,
莫西沙星,西药,二级分类,,喹诺酮类,,
交沙霉素,西药,适应证,,支气管炎,,
乙胺丁醇,西药,不良反应,,视神经炎,,
磺胺甲噁唑,西药,不良反应,,过敏,,
格隆溴铵,西药,禁忌证,,幽门梗阻,,
扎鲁司特,西药,英文名称,,Zafirlukast,,
布地奈德,西药,注意事项,,当气道有真菌、病毒或结核菌感染时，应慎用本药 ,,
美他环素,西药,二级分类,,抗生素类药物,,
西他沙星,西药,一级分类,,抗生素,,
对氨基水杨酸钠,西药,同义词,,对氨基柳酸钠,,
生脉注射剂,中成药,所属科目,,呼吸系统药物,,
苯丙哌林,西药,禁忌证,,过敏,,
克拉霉素,西药,药物剂型,,片剂：125mg，250mg，500mg；,,
美洛西林钠/舒巴坦钠,西药,适应证,,败血症,,
赛庚啶,西药,适应证,,哮喘,,
阿帕西林,西药,同义词,,萘啶青霉素,,
戊酸雌二醇,西药,不良反应,,呼吸急促,,
双氯芬酸,西药,不良反应,,支气管痉挛,,
环轮宁,西药,同义词,,溴化二甲基轮环藤宁,,
奈达铂,西药,注意事项,,用药前后及用药时应当检查或监测：(1)听力检查。(2)定期检查血液。(3)定期检查肝、肾功能。,,
海他西林,西药,同义词,,缩酮氨苄青霉素,,
培氟沙星,西药,用法用量,,肝功能不全时应慎用并减量，对腹腔积液及黄疸患者可每两日用药1次。,,
多沙普仑,西药,禁忌证,,嗜铬细胞瘤,,
乙酰麦迪霉素,西药,同义词,,Miocamycin,,
猪肺磷脂,西药,不良反应,,发红,,
氧氟沙星,西药,同义词,,赞诺欣,,
亚硝酸异戊酯,西药,不良反应,,剧烈头痛,,
桑菊感冒片,中成药,同义词,,桑菊感冒冲剂,,
非诺特罗,西药,同义词,,酚间异丙肾上腺素,,
氨曲南,西药,用法用量,,肾功能不全时剂量:给药时应根据肌酐清除率调整剂量:(1)肌酐清除率为每分钟30～10ml者，起始量1～2g，以后维持量按常用量减半，间隔时间为6、8、12小时1次；(2)肌酐清除率小于每分钟10ml者，起始量0.5～1g，以后维持量按常用量的1/4，间隔时间为6、8、12小时1次。,,
植物血凝素,西药,不良反应,,喉水肿,,
亚胺培南,西药,同义词,,亚胺硫霉素/西拉司丁,,
头孢他啶,西药,同义词,,复达欣,,
利福平,西药,不良反应,,呼吸困难,,
丁溴东莨菪碱,西药,同义词,,溴丁东莨菪碱,,
泮库溴铵,西药,用法用量,,下述推荐剂量是与氧化亚氮作为麻醉剂合用的剂量，若与其他麻醉作用更强的麻醉剂合用必须减量。静脉注射：成人和儿童，首剂量，0.04～0.1mg/kg，后续剂量每次0.01～0.02mg/kg，根据临床反应适时调整剂量。用于气管插管时0.1mg/kg。,,
吡嘧司特钾,西药,不良反应,,咳嗽,,
两性霉素B脂质体,西药,所属科目,,抗生素,,
阿米卡星,西药,药物剂型,,注射剂：0.1g(1ml)，0.2g(2ml)。,,
头孢曲秦,西药,二级分类,,头孢菌素类,,
依前列醇,西药,不良反应,,腹部不适,,
托氟沙星,西药,同义词,,妥舒沙星,,
美普他酚,西药,不良反应,,呼吸抑制,,
头孢卡品,西药,二级分类,,头孢菌素类,,
榄香烯,西药,同义词,,Elemene,,
赖诺普利,西药,不良反应,,血管神经性水肿,,
莫西沙星,西药,不良反应,,头昏,,
硫酸长春碱,西药,注意事项,,慎用：(1)妊娠和哺乳期妇女；(2)有骨髓抑制者或当肿瘤已侵犯骨髓时；(3)有痛风病史或有尿酸盐性肾结石病史者；(4)肝功能损害者；(5)已接受过放射治疗者；(6)有急性发作的气短及支气管痉挛，尤其是已使用丝裂霉素而肺功能障碍者。,,
氨溴索,西药,同义词,,痰之保克,,
法舒地尔,西药,同义词,,清舒地尔,,
阿莫西林/克拉维酸钾,西药,适应证,,急性支气管炎,,
格隆溴铵,西药,药物剂型,,注射剂：0.2mg(1ml)。,,
哮喘丸,中成药,药物剂型,,蜜丸剂：10g。,,
司氟沙星,西药,适应证,,结核病,,
卷曲霉素,西药,不良反应,,耳聋,,
氟替卡松沙美特罗,西药,不良反应,,水肿,,
多西紫杉醇,西药,药物剂型,,注射剂(粉)：20mg，80mg。,,
法罗培南,西药,一级分类,,抗生素,,
头孢泊肟酯,西药,一级分类,,抗生素,,
醋酸曲安奈德/硫酸新霉素/麝香草酚,西药,英文名称,,Triamcinolone Acetonide/Neomycin sulfate/Thymol,,
止嗽化痰颗粒,中成药,所属科目,,呼吸系统药物,,
环酯红霉素,西药,同义词,,冠沙,,
氟尼缩松,西药,适应证,,过敏,,
多沙普仑,西药,禁忌证,,高血压,,
依替米星,西药,适应证,,支气管炎,,
氨溴索,西药,同义词,,沐舒痰,,
依诺沙星,西药,同义词,,福禄马,,
曲安奈德,西药,药物剂型,,洗剂：0.025%；0.1%。,,
纤维蛋白胶,西药,用法用量,,用注射器抽吸冻干人纤维蛋白原溶解液，注入冻干人纤维蛋白原瓶内，得冻干人纤维蛋白原溶液；用另一注射器抽吸冻干人凝血酶溶解液，注入冻干人凝血酶瓶内，得冻干人凝血酶溶液。用原注射器分别抽吸冻干人纤维蛋白原溶液及冻干人凝血酶溶液等容量，然后将它们分别卡入推液架上，再把注射针针座或喷嘴安装到连接针座的锥头上，将两注射器锥头牢固地连接到连接针座上。安装完毕后，检查无松动渗漏，匀速、均衡地推动注射器联杆，点布或喷涂到需要处理的组织创面上，即可形成纤维蛋白胶。涂胶体之前，吸干伤口表面，提供一个干爽的表面，然后沿着缝线或创面处涂胶，10s内就会开始凝固。涂上胶体后，最少在60s内不要吸干或压迫伤口。使用的剂量与所要黏合或覆盖的表面、使用的涂药方法有关，用1.0ml规格的外科用冻干人纤维蛋白胶可以黏合面积大约为10cm2的创面。,,
清开灵注射液,中成药,一级分类,,呼吸系统药物,,
培美曲塞,西药,不良反应,,食欲减退,,
洛贝林,西药,同义词,,山梗菜碱,,
环吡酮,西药,三级分类,,抗真菌药物,,
格隆溴铵,西药,不良反应,,肌无力,,
异丙肾上腺素,西药,同义词,,异丙基肾上腺素,,
复方茶碱,西药,不良反应,,震颤,,
双氯芬酸,西药,禁忌证,,哮喘,,
顺铂,西药,同义词,,氯氨铂,,
左旋沙丁胺醇,西药,不良反应,,口干,,
培美曲塞,西药,不良反应,,神经病,,
地红霉素,西药,所属科目,,抗生素,,
色甘酸钠,西药,用法用量,,支气管哮喘患者用粉雾胶囊，成人每天3～4次，每次吸入20mg。水雾吸入，成人每天3～4次，每锨压两下，每锨约吸入10mg，6岁以上儿童，每天吸2次，剂量与成人相同。6岁以下儿童，很难做到使其协调吸药，故较少选用本药。,,
Tigecycline,西药,一级分类,,抗生素,,
头孢哌酮,西药,不良反应,,过敏,,
依丽萨,西药,同义词,,Iressa,,
甲泼尼龙,西药,禁忌证,,过敏,,
阿米替林,西药,注意事项,,慎用：(1)癫痫患者或有癫痫发作倾向者；(2)前列腺炎、膀胱炎患者；(3)5岁以下儿童；(4)支气管哮喘患者；(5)哺乳期妇女。,,
泰利霉素,西药,二级分类,,大环内酯类,,
苯丙哌林,西药,同义词,,Pirexyl,,
美洛西林,西药,用法用量,,肌内注射：尿路感染：成人：每天6～8g(每天量100～125mg/kg)，每6～12小时1次。,,
