head,head_type,relation,tail,tail_type,source
丹红注射液,西药,不良反应,胸闷,症状,medical_kg
丹红注射液,西药,不良反应,过敏反应,症状,medical_kg
丹红注射液,西药,不良反应,过敏性休克,疾病,medical_kg
丹芎通脉颗粒,中成药,用法用量,口服，一次5g，一日3次，四周为一疗程,其他治疗,medical_kg
丹葶肺心颗粒,中成药,分类,中成药,其他治疗,medical_kg
丹葶肺心颗粒,中成药,适应症,内科用药,疾病,medical_kg
丹葶肺心颗粒,中成药,成份,医保工伤用药,药物,medical_kg
丹葶肺心颗粒,中成药,成份,前胡,中草药,medical_kg
丹葶肺心颗粒,中成药,成份,处方药,药物,medical_kg
丹葶肺心颗粒,中成药,贮藏,密闭，防潮,其他治疗,medical_kg
丹葶肺心颗粒,中成药,成份,味甜、微苦,药物,medical_kg
丹葶肺心颗粒,中成药,成份,川芎,药物,medical_kg
丹葶肺心颗粒,中成药,成份,枳壳,中草药,medical_kg
丹葶肺心颗粒,中成药,成份,棕黄色至棕褐色的颗粒,药物,medical_kg
丹葶肺心颗粒,中成药,成份,每袋装10g,药物,medical_kg
丹葶肺心颗粒,中成药,药品分类,甲类otc,其他治疗,medical_kg
丹葶肺心颗粒,中成药,成份,桑白皮,药物,medical_kg
丹葶肺心颗粒,中成药,成份,甘草,中草药,medical_kg
丹葶肺心颗粒,中成药,成份,苦杏仁,药物,medical_kg
丹葶肺心颗粒,中成药,适应症,胸闷,疾病,medical_kg
丹葶肺心颗粒,中成药,禁忌,素体虚寒者慎用,疾病,medical_kg
丹葶肺心颗粒,中成药,成份,鱼腥草,药物,medical_kg
丹葶肺心颗粒,中成药,成份,葶苈子,药物,medical_kg
丹葶肺心颗粒,中成药,成份,石膏,中草药,medical_kg
丹葶肺心颗粒,中成药,成份,浙贝母,中草药,medical_kg
丹葶肺心颗粒,中成药,成份,麻黄（蜜炙）,药物,medical_kg
丹葶肺心颗粒,中成药,成份,麻黄,中草药,medical_kg
丹蒌片,中成药,用法用量,一次5片，一日3次，饭后服用,其他治疗,medical_kg
丹蒌片,中成药,成份,每片重0.3g,药物,medical_kg
丹蒌片,中成药,成份,薄膜衣片，除去薄膜衣后显棕褐色,药物,medical_kg
丹蒌片,中成药,成份,瓜蒌皮,药物,medical_kg
丹薇,西药,不良反应,胸闷,症状,medical_kg
丹香冠心注射液,中成药,不良反应,呼吸困难,症状,medical_kg
丹香冠心注射液,中成药,不良反应,喉水肿,症状,medical_kg
丹香冠心注射液,中成药,不良反应,过敏性休克,疾病,medical_kg
丹黄祛瘀胶囊,中成药,成份,鱼腥草,药物,medical_kg
为力苏,西药,不良反应,呼吸困难,症状,medical_kg
为力苏,西药,不良反应,喉水肿,症状,medical_kg
主肺动脉隔缺损,疾病,临床表现,发绀,症状,medical_kg
主肺动脉隔缺损,疾病,临床表现,乏力,症状,medical_kg
主肺动脉隔缺损,疾病,同义词,主—肺动脉窗,疾病,medical_kg
主肺动脉隔缺损,疾病,临床表现,感染,疾病,medical_kg
主肺动脉隔缺损,疾病,英文名称,aortico—pulmonary septal defect,药物,medical_kg
主肺动脉隔缺损,疾病,诊断依据,q21.4,检查,medical_kg
主肺动脉隔缺损,疾病,临床表现,震颤,症状,medical_kg
主肺动脉隔缺损,疾病,临床表现,充血,症状,medical_kg
主肺动脉隔缺损,疾病,临床表现,气急,症状,medical_kg
主肺动脉隔缺损,疾病,临床表现,易患呼吸系感染和发育不良等,症状,medical_kg
丽奥佳,西药,不良反应,支气管痉挛,症状,medical_kg
丽奥佳,西药,不良反应,白细胞减少,症状,medical_kg
丽奥佳,西药,不良反应,过敏性休克,疾病,medical_kg
丽扶欣,西药,英文名称,cefuroxime sodium for injection,药物,medical_kg
丽扶欣,西药,不良反应,嗜酸粒细胞增多,症状,medical_kg
丽扶欣,西药,适应症,支气管炎,疾病,medical_kg
丽扶欣,西药,适应症,呼吸道感染,疾病,medical_kg
丽扶欣,西药,成份,注射用头孢呋辛钠,西药,medical_kg
丽扶欣,西药,成份,头孢呋辛钠,药物,medical_kg
丽扶欣,西药,不良反应,白细胞减少,症状,medical_kg
丽扶欣,西药,分类,第二代头孢菌素,其他治疗,medical_kg
丽扶欣,西药,适应症,肺炎,疾病,medical_kg
丽扶欣,西药,不良反应,皮疹,疾病,medical_kg
丽扶欣,西药,不良反应,粒细胞缺乏,症状,medical_kg
丽扶欣,西药,不良反应,红斑,症状,medical_kg
丽扶欣,西药,不良反应,过敏反应,症状,medical_kg
丽扶欣,西药,不良反应,荨麻疹,疾病,medical_kg
丽扶欣,西药,不良反应,过敏,症状,medical_kg
丽扶欣,西药,不良反应,药物热,疾病,medical_kg
丽扶欣,西药,不良反应,过敏症,症状,medical_kg
丽珠刻乐,西药,成份,氢溴酸右美沙芬,药物,medical_kg
丽珠刻乐,西药,成份,愈创木酚甘油醚100毫克,药物,medical_kg
丽珠刻乐,西药,分类,止咳祛痰和感冒药,其他治疗,medical_kg
丽珠刻乐,西药,成份,氢溴酸右美沙芬15毫克,药物,medical_kg
丽珠刻乐,西药,适应症,咳嗽,疾病,medical_kg
丽珠因得福,西药,成份,注射用重组人干扰素γ,西药,medical_kg
丽珠因得福,西药,成份,重组人干扰素γ,药物,medical_kg
丽珠奇乐,西药,英文名称,azithromycin dispersible tablets,药物,medical_kg
丽珠奇乐,西药,适应症,呼吸道感染,疾病,medical_kg
丽珠奇乐,西药,适应症,支气管炎,疾病,medical_kg
丽珠奇乐,西药,适应症,肺炎,疾病,medical_kg
丽珠奇乐,西药,分类,大环内酯类,其他治疗,medical_kg
丽珠奇乐,西药,成份,阿奇霉素分散片,西药,medical_kg
丽珠奇乐,西药,成份,阿奇霉素,药物,medical_kg
丽珠感乐,西药,分类,止咳祛痰和感冒药,其他治疗,medical_kg
丽珠星,西药,适应症,呼吸道感染,疾病,medical_kg
丽珠星,西药,英文名称,roxithromycin dispersible tablets,药物,medical_kg
丽珠星,西药,分类,大环内酯类,其他治疗,medical_kg
丽珠星,西药,适应症,肺炎,疾病,medical_kg
丽珠星,西药,成份,罗红霉素,药物,medical_kg
丽珠维三联,西药,成份,克拉霉素,药物,medical_kg
丽申宝,西药,不良反应,呼吸窘迫综合征,症状,medical_kg
丽申宝,西药,不良反应,发热,症状,medical_kg
丽申宝,西药,不良反应,栓塞,症状,medical_kg
丽科乐,西药,不良反应,呼吸困难,症状,medical_kg
丽科乐,西药,不良反应,白细胞减少,症状,medical_kg
丽科乐,西药,不良反应,荨麻疹,疾病,medical_kg
丽科伟,西药,不良反应,呼吸困难,症状,medical_kg
丽科伟,西药,不良反应,嗜酸性细胞增多症,症状,medical_kg
丽科伟,西药,不良反应,嗜酸性细胞增多,症状,medical_kg
丽科伟,西药,不良反应,药物热,疾病,medical_kg
丽科吉,西药,不良反应,咳嗽加重,症状,medical_kg
丽科吉,西药,不良反应,咳嗽,症状,medical_kg
丽科明,西药,分类,抗病毒药,其他治疗,medical_kg
丽科明,西药,不良反应,白细胞下降,症状,medical_kg
丽科杰,西药,不良反应,发热,症状,medical_kg
丽科杰,西药,不良反应,低热,症状,medical_kg
丽科杰,西药,不良反应,皮疹,疾病,medical_kg
丽科欣,西药,不良反应,呼吸困难,症状,medical_kg
丽科欣,西药,不良反应,胸闷,症状,medical_kg
丽科清,西药,不良反应,呼吸困难,症状,medical_kg
丽芝,西药,不良反应,咳嗽,症状,medical_kg
丽芝,西药,不良反应,胸痛,疾病,medical_kg
丽芝,西药,不良反应,血管水肿,症状,medical_kg
丽诺生,西药,不良反应,白细胞减少,症状,medical_kg
丽诺生,西药,不良反应,过敏,症状,medical_kg
丽诺生,西药,不良反应,面潮红,症状,medical_kg
丽诺生,西药,不良反应,过敏症,症状,medical_kg
乃平,西药,成份,盐酸伪麻黄碱,药物,medical_kg
乃迪,西药,不良反应,呼吸暂停,症状,medical_kg
乃迪,西药,适应症,呼吸道感染,疾病,medical_kg
乃迪,西药,英文名称,netilmicin sulfate for injection,药物,medical_kg
乃迪,西药,分类,氨基糖苷类,其他治疗,medical_kg
乃迪,西药,不良反应,白细胞减少,症状,medical_kg
乃迪,西药,适应症,肺炎,疾病,medical_kg
久保克,西药,不良反应,咳嗽,症状,medical_kg
久保克,西药,不良反应,咳嗽，均轻微,症状,medical_kg
久保克,西药,不良反应,血管神经性水肿,症状,medical_kg
久悦,西药,不良反应,胸痛,疾病,medical_kg
久诺,西药,适应症,呼吸道感染,疾病,medical_kg
久诺,西药,分类,喹诺酮类,其他治疗,medical_kg
久邦,西药,英文名称,cefixime capsules,药物,medical_kg
久诺,西药,不良反应,血管神经性水肿,症状,medical_kg
久邦,西药,不良反应,咳嗽,症状,medical_kg
久邦,西药,不良反应,呼吸困难,症状,medical_kg
久邦,西药,适应症,支气管炎,疾病,medical_kg
久邦,西药,不良反应,胸部烧灼感,症状,medical_kg
久邦,西药,不良反应,血管性水肿,疾病,medical_kg
久邦,西药,不良反应,间质性肺炎,症状,medical_kg
久金,中成药,成份,鱼腥草,药物,medical_kg
之乐,西药,不良反应,血管神经性水肿,症状,medical_kg
乌体林斯,西药,不良反应,发热,症状,medical_kg
乌头碱类中毒,疾病,临床表现,呼吸困难,症状,medical_kg
乌头碱类中毒,疾病,临床表现,呼吸缓慢或急促,症状,medical_kg
乌头碱类中毒,疾病,临床表现,肺水肿,疾病,medical_kg
乌拉地尔氯化钠注射液,西药,不良反应,呼吸困难,症状,medical_kg
乌拉地尔氯化钠注射液,西药,不良反应,胸部压迫感,症状,medical_kg
乌拉地尔注射液,西药,不良反应,呼吸困难,症状,medical_kg
乌拉地尔注射液,西药,不良反应,胸部压迫感,症状,medical_kg
乌拉地尔缓释胶囊,西药,不良反应,呼吸困难,症状,medical_kg
乌拉地尔葡萄糖注射液,西药,不良反应,呼吸困难,症状,medical_kg
乌拉地尔葡萄糖注射液,西药,不良反应,胸部压迫感,症状,medical_kg
乌梅,中草药,适应症,用于肺虚久咳,疾病,medical_kg
乐亢,西药,不良反应,皮疹,疾病,medical_kg
乐健素,西药,不良反应,喉水肿,症状,medical_kg
乐佰欣,西药,不良反应,皮疹,疾病,medical_kg
乐元,西药,不良反应,中性粒细胞缺乏,症状,medical_kg
乐元,西药,不良反应,哮喘,疾病,medical_kg
乐元,西药,不良反应,支气管痉挛,症状,medical_kg
乐元,西药,不良反应,类过敏反应,症状,medical_kg
乐元,西药,不良反应,皮疹,疾病,medical_kg
乐元,西药,不良反应,粒细胞缺乏,症状,medical_kg
乐元,西药,不良反应,胸痛,疾病,medical_kg
乐元,西药,不良反应,血管性水肿,疾病,medical_kg
乐克沙,西药,不良反应,过敏,症状,medical_kg
乐克沙,西药,不良反应,过敏反应,症状,medical_kg
乐净,西药,分类,其它抗生素,其他治疗,medical_kg
乐凡命,西药,不良反应,哮喘,疾病,medical_kg
乐净,西药,不良反应,粒细胞减少,症状,medical_kg
乐凡命,西药,不良反应,过敏,症状,medical_kg
乐凡命,西药,不良反应,过敏反应,症状,medical_kg
乐加,西药,不良反应,肺水肿,疾病,medical_kg
乐友,西药,不良反应,血管水肿,症状,medical_kg
乐唯,西药,英文名称,vinorelbine tartrate for injection,药物,medical_kg
乐唯,西药,不良反应,粒细胞减少,症状,medical_kg
乐唯,西药,不良反应,呼吸困难,症状,medical_kg
乐唯,西药,不良反应,支气管痉挛,症状,medical_kg
乐唯,西药,成份,酒石酸长春瑞滨,药物,medical_kg
乐唯,西药,适应症,非小细胞肺癌,疾病,medical_kg
乐喜清,西药,英文名称,roxithromycin granules,药物,medical_kg
乐喜清,西药,适应症,呼吸道感染,疾病,medical_kg
乐喜清,西药,分类,大环内酯类,其他治疗,medical_kg
乐喜清,西药,适应症,肺炎,疾病,medical_kg
乐喜清,西药,成份,罗红霉素,药物,medical_kg
乐孚亭,西药,不良反应,刺激感,症状,medical_kg
乐孚亭,西药,不良反应,呼吸急促,症状,medical_kg
乐孚亭,西药,不良反应,呼吸困难,症状,medical_kg
乐孚亭,西药,不良反应,发热,症状,medical_kg
乐孚亭,西药,不良反应,呼吸短促,症状,medical_kg
乐孚亭,西药,不良反应,支气管炎,疾病,medical_kg
乐孚亭,西药,不良反应,肺栓塞,疾病,medical_kg
乐孚亭,西药,不良反应,肌无力,症状,medical_kg
乐孚亭,西药,不良反应,胸痛,疾病,medical_kg
乐孚亭,西药,不良反应,血管性水肿,疾病,medical_kg
乐孚亭,西药,不良反应,过敏反应,症状,medical_kg
乐宝得,西药,不良反应,胸闷,症状,medical_kg
乐尔泰,西药,英文名称,roxithromycin dispersible tablets,药物,medical_kg
乐宝得,西药,不良反应,胸水,症状,medical_kg
乐宝得,西药,不良反应,气急,症状,medical_kg
乐尔泰,西药,分类,大环内酯类,其他治疗,medical_kg
乐尔泰,西药,成份,罗红霉素分散片,西药,medical_kg
乐尔泰,西药,适应症,支气管炎,疾病,medical_kg
乐尔泰,西药,不良反应,皮疹,疾病,medical_kg
乐尔泰,西药,适应症,肺炎,疾病,medical_kg
乐尔泰,西药,成份,罗红霉素,药物,medical_kg
乐度,西药,不良反应,皮疹,疾病,medical_kg
乐息平,西药,不良反应,血管水肿,症状,medical_kg
乐朗,西药,英文名称,levofloxacin hydrochloride tablets,药物,medical_kg
乐朗,西药,不良反应,发热,症状,medical_kg
乐朗,西药,适应症,支气管炎,疾病,medical_kg
乐朗,西药,成份,左氧氟沙星,药物,medical_kg
乐朗,西药,分类,氟喹诺酮类/氟喹诺酮,其他治疗,medical_kg
乐朗,西药,成份,盐酸左氧氟沙星片,西药,medical_kg
乐朗,西药,不良反应,皮疹,疾病,medical_kg
乐朗,西药,成份,盐酸左氧氟沙星,药物,medical_kg
乐朗,西药,适应症,肺炎,疾病,medical_kg
乐来,西药,英文名称,gatifloxacin mesilate tablets,药物,medical_kg
乐来,西药,成份,加替沙星,药物,medical_kg
乐来,西药,分类,喹诺酮类,其他治疗,medical_kg
乐来,西药,不良反应,呼吸困难,症状,medical_kg
乐来,西药,适应症,支气管炎,疾病,medical_kg
乐来,西药,不良反应,支气管痉挛,症状,medical_kg
乐来,西药,成份,甲磺酸加替沙星,药物,medical_kg
乐来,西药,不良反应,紫绀,症状,medical_kg
乐来,西药,不良反应,胸痛,疾病,medical_kg
乐松,西药,不良反应,呼吸困难,症状,medical_kg
乐松,西药,不良反应,咳嗽,症状,medical_kg
乐松,西药,不良反应,哮喘,疾病,medical_kg
乐松,西药,不良反应,喉水肿,症状,medical_kg
乐松,西药,不良反应,嗜酸粒细胞增多,症状,medical_kg
乐松,西药,适应症,支气管炎,疾病,medical_kg
乐松,西药,不良反应,肺炎,疾病,medical_kg
乐松,西药,不良反应,间质性肺炎,症状,medical_kg
乐沙定,西药,不良反应,呼吸困难,症状,medical_kg
乐沙定,西药,不良反应,发绀,症状,medical_kg
乐沙定,西药,不良反应,喉痉挛,症状,medical_kg
乐沙定,西药,不良反应,哮鸣,症状,medical_kg
乐沙定,西药,不良反应,喘鸣,症状,medical_kg
乐沙定,西药,不良反应,支气管痉挛,症状,medical_kg
乐沙定,西药,不良反应,胸闷,症状,medical_kg
乐派,西药,英文名称,gatifloxacin injection,药物,medical_kg
乐派,西药,英文名称,gatifloxacin and sodium chloride injection,药物,medical_kg
乐派,西药,成份,加替沙星,药物,medical_kg
乐派,西药,不良反应,发绀,症状,medical_kg
乐派,西药,不良反应,呼吸困难,症状,medical_kg
乐派,西药,不良反应,哮喘,疾病,medical_kg
乐派,西药,分类,喹诺酮类,其他治疗,medical_kg
乐派,西药,不良反应,味觉丧失,症状,medical_kg
乐派,西药,适应症,支气管炎,疾病,medical_kg
乐派,西药,不良反应,支气管痉挛,症状,medical_kg
乐派,西药,分类,氟喹诺酮类/氟喹诺酮,其他治疗,medical_kg
乐派,西药,不良反应,紫绀,症状,medical_kg
乐派,西药,不良反应,粒细胞减少,症状,medical_kg
乐派,西药,适应症,肺炎,疾病,medical_kg
乐派,西药,不良反应,胸痛,疾病,medical_kg
乐灵,西药,适应症,呼吸道感染,疾病,medical_kg
乐灵,西药,成份,他唑巴坦0.25g,药物,medical_kg
乐灵,西药,适应症,支气管炎,疾病,medical_kg
乐灵,西药,适应症,肺炎,疾病,medical_kg
乐灵,西药,成份,头孢哌酮钠,药物,medical_kg
乐灵,西药,分类,抗菌药的复方制剂,其他治疗,medical_kg
乐灵,西药,不良反应,发热,症状,medical_kg
乐灵,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
乐灵,西药,成份,头孢哌酮2.0g,药物,medical_kg
乐灵,西药,成份,注射用头孢哌酮钠他唑巴坦钠,西药,medical_kg
乐灵,西药,不良反应,粒细胞减少,症状,medical_kg
乐灵,西药,不良反应,斑丘疹,症状,medical_kg
乐灵,西药,不良反应,药物热,疾病,medical_kg
乐灵,西药,不良反应,过敏反应,症状,medical_kg
