head,head_type,relation,tail,tail_type,source
左旋沙丁胺醇,西药,用法用量,用特制喷雾器喷雾吸入，成人及12岁以上儿童，每次0.63mg，每日3次，症状不能控制的，可每次1.25mg，每日3次；6～11岁儿童，每次0.31mg，每日3次，剂量不能超过每次0.63mg，每日3次,其他治疗,medical_kg
盐酸克林霉素,西药,适应症,脓胸,疾病,medical_kg
乙酰半胱氨酸,西药,注意事项,本药水溶液在空气中易氧化变质，因此应在临用前配制。剩余溶液应密封并贮于冰箱中，48h内用完。,其他治疗,medical_kg
替培啶,西药,同义词,安嗽定,西药,medical_kg
丙泊酚,西药,用法用量,应该限用于气管内插管、机械通气的全身麻醉。成人：麻醉诱导1.5～2.5mg/kg缓慢静注。麻醉维持4～12mg/(kg·h)。与芬太尼等镇痛药合用时适当减量。小儿：麻醉诱导2.5～3mg/kg缓慢静注。麻醉维持9～15mg/(kg·h)。icu病人镇静：可以不给冲击量，以0.5mg/(kg·h)速度开始，以后根据病人镇静情况调整速度。,其他治疗,medical_kg
美洛西林钠舒巴坦钠,西药,不良反应,过敏,症状,medical_kg
头孢克定,西药,不良反应,过敏性休克,症状,medical_kg
醋甲胆碱,西药,英文名称,methacholine,药物,medical_kg
脂肪乳中链及长链复合剂,西药,注意事项,代谢性酸中毒、严重肝损害、肺部疾病、脓毒血症、单核-吞噬细胞系统疾病、贫血或凝血功能障碍、有脂肪栓塞倾向的病人慎用静脉输入脂肪乳。太快输入会引起体液或脂肪负荷过重，导致血浆中电解质浓度稀释、体内水潴留、肺水肿、肺弥散能力受阻。,其他治疗,medical_kg
美司坦,西药,同义词,半胱氨酸甲酯,西药,medical_kg
天津感冒片,中成药,所属科室,呼吸系统药物,科室,medical_kg
乙酰半胱氨酸,西药,注意事项,本药不宜与金属、橡皮、氧化剂及氧气接触，因此雾器应用玻璃或塑料制作。,其他治疗,medical_kg
橘红痰咳液,中成药,分类,镇咳、祛痰及平喘药,其他治疗,medical_kg
碳14c尿素呼气试验盒,西药,用法用量,用约20ml凉饮用水送服胶囊一粒后，静坐25min。,其他治疗,medical_kg
哮喘丸,中成药,所属科室,呼吸系统药物,科室,medical_kg
固表防感冲剂,中成药,所属科室,呼吸系统药物,科室,medical_kg
复方磷酸可待因,西药,注意事项,老年人、儿童、孕妇及哺乳期妇女均需慎用本品。,其他治疗,medical_kg
止喘灵注射液,中成药,适应症,气管炎,疾病,medical_kg
西曲溴铵,西药,同义词,溴化十六烷基三甲胺,西药,medical_kg
泼尼松龙琥珀酸钠,西药,同义词,meticortelone,西药,medical_kg
特布他林,西药,禁忌,过敏,疾病,medical_kg
头孢特仑,西药,同义词,tomiron,西药,medical_kg
沙美特罗,西药,同义词,施立稳,西药,medical_kg
甲氧那明,西药,不良反应,恶心,症状,medical_kg
头孢噻利,西药,适应症,肺炎,疾病,medical_kg
碘曲西葡胺,西药,不良反应,过敏性休克,症状,medical_kg
尼可刹米,西药,分类,呼吸系统药物,其他治疗,medical_kg
四环素,西药,分类,抗生素类药物,其他治疗,medical_kg
头孢拉定,西药,同义词,头孢环己烯,西药,medical_kg
氨茶碱,西药,成份,复方长效氨茶碱片：白色外层含氨茶碱100mg、氯苯那敏2mg、苯巴比妥15mg、氢氧化铝15mg；棕色内层含氨茶碱和茶碱各100mg；,药物,medical_kg
酚麻美敏,西药,禁忌,过敏,疾病,medical_kg
头孢泊肟酯,西药,成份,干混悬剂:1000mg(加水至100ml，得50mg/5ml混悬剂)。,药物,medical_kg
哌拉西林,西药,英文名称,piperacillin,药物,medical_kg
奥吉妥单抗,西药,注意事项,伴有感染者，应积极有效地制止感染。,其他治疗,medical_kg
矽肺宁片,中成药,分类,中成药,其他治疗,medical_kg
新斯的明,西药,不良反应,无力,症状,medical_kg
氨苄西林氯唑西林,西药,同义词,中诺克奇,西药,medical_kg
博来霉素,西药,不良反应,色素沉着,症状,medical_kg
鞣酸加压素,西药,不良反应,支气管痉挛,症状,medical_kg
哌拉西林舒巴坦,西药,同义词,苏哌,西药,medical_kg
克拉霉素,西药,成份,胶囊：125mg，250mg，500mg；,药物,medical_kg
复方可待因口服溶液,西药,所属科室,呼吸系统药物,科室,medical_kg
哌拉西林他唑巴坦,西药,成份,注射剂(粉):2.25g，4.5g。,药物,medical_kg
美洛西林钠舒巴坦钠,西药,注意事项,本药与酸、碱性较强(ph≤4或ph≥8)的药物呈配伍禁忌。,其他治疗,medical_kg
阿来佐单抗,西药,不良反应,支气管痉挛,症状,medical_kg
特布他林,西药,用法用量,气雾吸入：成人每次0.2mg，每天3～4次。,其他治疗,medical_kg
利福米特,西药,同义词,利福酰胺,西药,medical_kg
氟托溴胺,西药,适应症,支气管哮喘,疾病,medical_kg
链霉素,西药,不良反应,呼吸抑制,症状,medical_kg
多西他赛,西药,用法用量,联合用药：一般每次75mg/m2，每3周1次。,其他治疗,medical_kg
青霉素v,西药,同义词,penicillin v potassium,西药,medical_kg
右丙氧芬,西药,不良反应,肺水肿,症状,medical_kg
桃金娘科树叶标准提取物,西药,同义词,gelomyrtol,西药,medical_kg
鼻炎康片,中成药,分类,呼吸系统药物,其他治疗,medical_kg
头孢克定,西药,用法用量,静脉滴注给药：成人每天2g，分2次给药，重症可增至每天4g。用5%～10%葡萄糖溶液溶解，稀释后滴注。,其他治疗,medical_kg
厄他培南,西药,同义词,l-749,西药,medical_kg
沙美特罗替卡松,西药,注意事项,用药前后及用药时应当检查或监测。建议长期接受吸入型皮质激素治疗的儿童定期检查身高。,其他治疗,medical_kg
厄他培南,西药,分类,抗生素,其他治疗,medical_kg
复方可待因口服溶液,西药,注意事项,驾驶员或操纵机器者不宜服用本品。,其他治疗,medical_kg
香叶醇,中成药,分类,呼吸系统药物,其他治疗,medical_kg
小青龙冲剂,中成药,用法用量,口服：合剂和口服液每次10～20ml，每天3次；冲剂每次1袋，每天3次；糖浆每次15～20ml，每天3次,其他治疗,medical_kg
阿尼普酶,西药,分类,溶栓剂,其他治疗,medical_kg
阿莫西林氟氯西林,西药,同义词,小儿新灭菌,西药,medical_kg
利福喷丁,西药,同义词,环戊哌利福霉素,西药,medical_kg
波吲洛尔,西药,禁忌,哮喘,疾病,medical_kg
氨苄西林,西药,分类,抗生素,其他治疗,medical_kg
环己二胺硫酸铂,西药,同义词,环硫铂,西药,medical_kg
替卡西林克拉维酸钾,西药,不良反应,黄疸,症状,medical_kg
鱼腥草素钠,西药,适应症,慢性支气管炎,疾病,medical_kg
吡嘧司特,西药,注意事项,本药对急性哮喘发作和明显的哮喘症状不能立即起效。若服用本品后未见效，不可长期服用。实验显示，本品能通过大鼠乳汁消除，乳汁中药物浓度高于血药浓度，故哺乳期妇女如需使用本品必须加倍注意。如药液滴到眼睑皮肤上时，应立即擦去。,其他治疗,medical_kg
溴己新,西药,分类,降低痰液吸附力的药物,其他治疗,medical_kg
依托红霉素,西药,分类,抗生素,其他治疗,medical_kg
氯苯那敏,西药,适应症,花粉症,疾病,medical_kg
喷他脒,西药,不良反应,低血压,症状,medical_kg
氧氟沙星,西药,注意事项,偶而会发生休克症状（恶心、四肢寒冷、呼吸困难等），发现异常时应终止给药。,其他治疗,medical_kg
海他西林,西药,所属科室,抗生素,科室,medical_kg
头孢托仑,西药,分类,其他β内酰胺类,其他治疗,medical_kg
胍甲环素,西药,适应症,肺炎,疾病,medical_kg
美洛西林钠舒巴坦钠,西药,英文名称,mezlocillin sodium/sulbactam sodium,药物,medical_kg
青霉素v,西药,适应症,肺炎,疾病,medical_kg
头孢他美,西药,同义词,cefetamete pivoxil,西药,medical_kg
奥他米韦,西药,用法用量,成人常用75mg，2次/d，连用5天。应在症状出现后2天内开始给药。,其他治疗,medical_kg
榄香烯,西药,用法用量,静脉输注：每次400～700mg，每天1次。选较粗静脉，采用丫形输液管，先以0.9%氯化钠注射剂打通静脉，再快速输入药液。用药前0.5h先给予口服泼尼松一次，输注中可加入地塞米松5～10mg，以防发生过敏。,其他治疗,medical_kg
托哌酮,西药,同义词,托哌松,西药,medical_kg
丙种免疫球蛋白,西药,同义词,丙种球蛋白,西药,medical_kg
头孢噻肟,西药,同义词,菌必灭,西药,medical_kg
吡嘧司特钾,西药,分类,抗变态反应药物,其他治疗,medical_kg
右美沙芬,西药,同义词,sisaal,西药,medical_kg
磷酸克林霉素,西药,同义词,金格多那,西药,medical_kg
利妥昔单抗,西药,同义词,mabthera,西药,medical_kg
羧甲基半胱氨酸泡腾散,西药,不良反应,头晕,症状,medical_kg
头孢克定,西药,禁忌,过敏,疾病,medical_kg
倍他米松二丙酸倍他米松,西药,分类,其他,其他治疗,medical_kg
福尔可定,西药,注意事项,尚无孕妇的安全用法。,其他治疗,medical_kg
吗替麦考酚酯,西药,同义词,cellcept,西药,medical_kg
双氢可待因,西药,分类,中枢性麻醉性镇咳药,其他治疗,medical_kg
替美斯汀,西药,同义词,痰特灵,西药,medical_kg
氟替卡松沙美特罗,西药,不良反应,头痛,症状,medical_kg
福米韦生,西药,不良反应,发烧,症状,medical_kg
利妥昔单抗,西药,不良反应,呼吸困难,症状,medical_kg
碘化钾,西药,不良反应,窒息,症状,medical_kg
喷托维林,西药,同义词,维静宁,西药,medical_kg
丙硫异烟胺,西药,用法用量,成人：与其他抗结核药合用，每次250mg，每8～12小时1次，或者每天10mg/kg，分3次服。也有使用每天0.6g的用法。,其他治疗,medical_kg
胃影葡胺,西药,不良反应,肺水肿,症状,medical_kg
依托红霉素,西药,不良反应,肝毒性,症状,medical_kg
替利霉素,西药,分类,大环内酯类,其他治疗,medical_kg
普鲁卡因青霉素,西药,不良反应,过敏,症状,medical_kg
可待因桔梗流浸膏,西药,注意事项,对于有严重抑郁症、能引起呼吸抑制的中枢或呼吸道病变、急性酒精中毒、急腹症、癫痫、艾迪生病、溃疡性肠炎、前列腺增生、肝肾功能不良者，使用此药时要特别注意,其他治疗,medical_kg
福莫特罗,西药,分类,气道扩张药,其他治疗,medical_kg
硼特佐米,西药,不良反应,咳嗽,症状,medical_kg
替考拉宁,西药,所属科室,抗生素,科室,medical_kg
塞曲司特,西药,不良反应,倦怠,症状,medical_kg
非诺特罗,西药,不良反应,心悸,症状,medical_kg
复方福尔可定,西药,注意事项,避免将本药与其他拟交感神经药(如食欲抑制药、苯丙胺、抗高血压药及其他抗组胺药)合用。服药后不宜驾驶车船或操作机械。药物过量可导致神经紧张、头晕或失眠；可采取洗胃、服用安定及对症治疗等措施。,其他治疗,medical_kg
头孢乙腈,西药,注意事项,慎用：对青霉素过敏及过敏体质者慎用；孕妇及哺乳期妇女慎用；肾功能不全者慎用。,其他治疗,medical_kg
波替单抗,西药,注意事项,药物对妊娠的影响：美国药品和食品管理局(fda)对本药的妊娠安全性分级为d级。,其他治疗,medical_kg
替坦异贝莫单抗,西药,不良反应,寒战,症状,medical_kg
曲前列尼,西药,不良反应,注射部位反应,症状,medical_kg
毒毛花苷k,西药,同义词,毒毛旋花子苷k,西药,medical_kg
异氟烷,西药,同义词,易而迷,西药,medical_kg
博来霉素,西药,适应症,鳞状细胞癌,疾病,medical_kg
头孢他啶,西药,分类,第三代,其他治疗,medical_kg
洛贝林,西药,用法用量,静脉注射：每次3mg，必要时每30min重复1次；极量为每次6mg，每天20mg。,其他治疗,medical_kg
美芬新,西药,禁忌,卟啉病,疾病,medical_kg
氨茶碱,西药,不良反应,心律失常,症状,medical_kg
赖诺普利,西药,不良反应,咳嗽,症状,medical_kg
乙酰半胱氨酸,西药,禁忌,支气管哮喘,疾病,medical_kg
头孢噻咪,西药,同义词,仙力素,西药,medical_kg
丹郁骨康丸,中成药,注意事项,禁用、慎用：患有原发性心、肺、肝、肾疾病者忌服。,其他治疗,medical_kg
蛇胆陈皮口服液,中成药,分类,呼吸系统药物,其他治疗,medical_kg
头孢拉定,西药,成份,胶囊：0.25g，0.5g；,药物,medical_kg
鼻通滴鼻剂,中成药,注意事项,禁用、慎用：①切勿接触眼睛，鼻黏膜损伤者慎用。②对本品及酒精过敏者禁用，过敏体质者慎用。,其他治疗,medical_kg
氨溴索,西药,同义词,溴环己胺醇,西药,medical_kg
扎那米韦,西药,英文名称,zanamivir,药物,medical_kg
曲司氯铵,西药,不良反应,血管神经性水肿,症状,medical_kg
扎那米韦,西药,不良反应,不适,症状,medical_kg
低分子羟乙基淀粉,西药,注意事项,慎用：(1)有出血倾向或有出血性疾病史者。(2)心力衰竭患者。(3)肾清除率下降者(应警惕循环负担过重)。(4)需预防颅内出血的神经外科手术患者。(5)肝病患者(国外资料)。(6)肺水肿患者(国外资料)。,其他治疗,medical_kg
头孢特仑,西药,同义词,头孢特仑匹酯,西药,medical_kg
地氟烷,西药,同义词,优宁,西药,medical_kg
酮康唑,西药,适应症,芽生菌病,疾病,medical_kg
氧氟沙星,西药,同义词,氧氟沙星滴眼液,西药,medical_kg
氨苄西林,西药,同义词,三水合氨苄青霉素,西药,medical_kg
普罗托醇,西药,分类,呼吸系统药物,其他治疗,medical_kg
抗人t细胞免疫球蛋白,西药,成份,注射用抗人t细胞兔免疫球蛋白：25mg。,药物,medical_kg
依匹斯汀,西药,用法用量,成人常规剂量：口服给药：(1)过敏性鼻炎：一次10～20mg，一日1次，可根据病情调整剂量。(2)荨麻疹、湿疹、皮炎、皮肤瘙痒症、银屑病、支气管哮喘：一次20mg，一日1次，可根据年龄、症状调整剂量。,其他治疗,medical_kg
比托特罗,西药,不良反应,头痛,症状,medical_kg
氨苄西林,西药,同义词,安比林,西药,medical_kg
氯碳头孢,西药,同义词,lorabid,西药,medical_kg
利奈唑烷,西药,分类,抗生素,其他治疗,medical_kg
头孢呋辛,西药,不良反应,嗜酸粒细胞增多,症状,medical_kg
地塞米松,西药,注意事项,本药久服可使结核活动及溃疡病穿孔出血。肠吻合术后尽量不用。,其他治疗,medical_kg
左旋沙丁胺醇,西药,不良反应,痉挛,症状,medical_kg
氙133xe,西药,注意事项,133xe肺动态显像的方法为在γ照相机下，自肘静脉以弹丸式注入133xe氯化钠注射液的灭菌溶液370mbq(10mci)，连续摄影。可见133xe迅速由上腔静脉进入右心，5～8s后右心排空，此为右心相。继之进入肺灌注相，早期肺影呈均匀分布，由淡变浓，直至两肺放射性分布均匀一致，肺影完整。本相在注射后30s钟内完成。31s以后进入通气相，此时133xe变成气体自毛细血管床逸出至肺泡内，并随呼吸排出体外，故随时间延长，肺影逐级变淡，一般在2min内消失，5min积累相，肺内局部应无放射性滞留。在病理状态下，不但各相的时间延长，而且放射性核素的分布也发生改变。,其他治疗,medical_kg
氯化铵,西药,注意事项,用药前后及用药时应当检查或监测：(1)血气分析等酸碱平衡分析指标；(2)血氯、钾、钠浓度测定。,其他治疗,medical_kg
丙羟茶碱,西药,不良反应,失眠,症状,medical_kg
丙羟茶碱,西药,适应症,喘息样支气管炎,疾病,medical_kg
头孢唑肟,西药,同义词,安普西林,西药,medical_kg
一清颗粒,中成药,所属科室,呼吸系统药物,科室,medical_kg
益多酯,西药,同义词,羟乙茶碱安妥明,西药,medical_kg
他扎司特,西药,适应症,支气管哮喘,疾病,medical_kg
比托特罗,西药,不良反应,心悸,症状,medical_kg
培氟沙星,西药,分类,抗生素,其他治疗,medical_kg
桑菊感冒片,中成药,分类,呼吸系统药物,其他治疗,medical_kg
氨苄西林氯唑西林,西药,用法用量,成人：常规剂量：肌内注射一次0.5～1g，一日3～4次。以灭菌注射用水2～4ml溶解后深部肌内注射。静脉滴注一日2～4g，分2～4次给药。肾功能不全时剂量严重肾功能减退患者应减量。儿童：静脉滴注一日20～40mg/kg，分次给药。,其他治疗,medical_kg
喷他脒,西药,不良反应,皮肤发红,症状,medical_kg
流行性感冒疫苗,西药,注意事项,本品不能预防由其他病原体引起的普通感冒。,其他治疗,medical_kg
肺力咳合剂,中成药,注意事项,饮食宜忌：忌食辛辣、生冷、油腻食物。,其他治疗,medical_kg
抗人t细胞cd3鼠单抗,西药,禁忌,过敏,疾病,medical_kg
磺胺甲噁唑,西药,英文名称,sulfamethoxazole,药物,medical_kg
茶碱葡胺,西药,用法用量,口服：每次0.15～0.75g，每天2～3次。直肠给药：每次0.5g，每天1～2次。,其他治疗,medical_kg
奎尼丁,西药,不良反应,呼吸困难,症状,medical_kg
卡那霉素,西药,分类,抗生素,其他治疗,medical_kg
头孢哌酮舒巴坦,西药,同义词,舒巴坦/头孢哌酮,西药,medical_kg
头孢克洛,西药,分类,第二代,其他治疗,medical_kg
西司他丁,西药,所属科室,抗生素,科室,medical_kg
多非利特,西药,注意事项,在二次给药后的任何时候qt间期超过500ms(室性传导异常的患者可达550ms)，就应停用本品，并严密监测直至qt间期恢复正常。,其他治疗,medical_kg
地丹诺辛,西药,同义词,双脱氧肌苷,西药,medical_kg
西维米林,西药,不良反应,咳嗽,症状,medical_kg
复方可待因口服溶液,西药,不良反应,头晕,症状,medical_kg
吗啡,西药,分类,降低肺血管阻力及肺动脉高压的药物,其他治疗,medical_kg
急支糖浆,中成药,所属科室,呼吸系统药物,科室,medical_kg
复方磷酸可待因,西药,分类,中枢性麻醉性镇咳药,其他治疗,medical_kg
米卡芬净,西药,注意事项,本品不能静注。,其他治疗,medical_kg
复方磺胺甲噁唑,西药,不良反应,粒细胞减少,症状,medical_kg
氟替卡松沙美特罗,西药,不良反应,震颤,症状,medical_kg
金钱胆通口服液,中成药,同义词,复方金钱草口服液,中成药,medical_kg
头孢羟氨苄甲氧苄啶,西药,分类,头孢菌素类,其他治疗,medical_kg
奈达铂,西药,同义词,泉铂,西药,medical_kg
复方异丙托溴铵,西药,不良反应,心动过速,症状,medical_kg
复方甘草,西药,禁忌,过敏,疾病,medical_kg
蛇胆川贝枇杷膏,中成药,分类,镇咳、祛痰及平喘药,其他治疗,medical_kg
丙硫异烟胺,西药,分类,抗结核药,其他治疗,medical_kg
普仑司特,西药,分类,抗变态反应药物,其他治疗,medical_kg
阿度西林,西药,所属科室,抗生素,科室,medical_kg
曲匹地尔,西药,同义词,locorunal,西药,medical_kg
氟替卡松沙美特罗,西药,成份,干粉吸入剂：50μg/100μg；50μg/250μg；50μg/500μg(沙美特罗/丙酸氟替卡松)。,药物,medical_kg
黏菌素,西药,同义词,colimycine,西药,medical_kg
博来霉素,西药,注意事项,药物对检验值或诊断的影响：本药可引起肺炎样症状、肺纤维化、肺功能损害，应与肺部感染作鉴别。,其他治疗,medical_kg
可待因,西药,分类,中枢性麻醉性镇咳药,其他治疗,medical_kg
氟托溴胺,西药,不良反应,刺激,症状,medical_kg
头孢唑林,西药,同义词,头孢菌素5号,西药,medical_kg
厄洛替尼,西药,注意事项,用药前后及用药时应当检查或监测：用药期间应定期复查肝功能，包括：氨基转移酶、胆红素、碱性磷酸酶等。,其他治疗,medical_kg
西司他丁,西药,分类,抗生素,其他治疗,medical_kg
地喹氯铵,西药,同义词,克菌定,西药,medical_kg
合多肽1,西药,不良反应,胸闷,症状,medical_kg
苯丙哌林,西药,同义词,cofrel,西药,medical_kg
利米特罗,西药,不良反应,震颤,症状,medical_kg
头孢甲肟,西药,同义词,tacef,西药,medical_kg
美洛西林,西药,所属科室,抗生素,科室,medical_kg
卡铂,西药,用法用量,静脉用药：1次给药，300～400mg/m2，静脉注射或静脉滴注，儿童可提高到560mg/m2，4周重复1次；或50～70mg/m2(一般1次100mg)，每天1次，连用5天，4周重复。近年来多主张根据auc(血药浓度-时间曲线下面积)决定用药剂量。,其他治疗,medical_kg
磺苄西林,西药,分类,抗生素,其他治疗,medical_kg
黏菌素,西药,同义词,kangdise,西药,medical_kg
泼拉坦阿法,西药,不良反应,呼吸窘迫综合征,症状,medical_kg
乙羟茶碱,西药,同义词,biophylline,西药,medical_kg
沙美特罗替卡松,西药,注意事项,药物对妊娠的影响：动物生殖实验表明，糖皮质激素可诱发畸变(腭裂，骨髓畸形)，大剂量的沙美特罗昔萘酸盐具有胚胎毒性。但上述现象与人类使用推荐剂量的沙美特罗和丙酸氟替卡松的相关性尚未证实。孕妇用药应权衡利弊，并应将丙酸氟替卡松的剂量调整至可充分控制哮喘的最低有效剂量。,其他治疗,medical_kg
多索茶碱,西药,同义词,凯宝川苧,西药,medical_kg
苯丙哌林,西药,分类,镇咳药物,其他治疗,medical_kg
固本咳喘片,中成药,成份,片剂：每片重0.4g。,药物,medical_kg
异烟肼利福平吡嗪酰胺,西药,禁忌,卟啉病,疾病,medical_kg
依托红霉素,西药,同义词,erythromycinpropionate launyl sulfate,西药,medical_kg
呋布西林,西药,注意事项,交叉过敏：对一种青霉素类药过敏者可能对其他青霉素药过敏，也可能对青霉胺或头孢菌素类药过敏。,其他治疗,medical_kg
考尼伐坦,西药,注意事项,药物对儿童的影响：儿童用药的安全性和有效性尚未确立。,其他治疗,medical_kg
氢吗啡酮,西药,注意事项,本品直接作用于呼吸中枢，也作用于控制呼吸频率的中枢而发生不规则性呼吸。,其他治疗,medical_kg
博来霉素,西药,不良反应,发热,症状,medical_kg
二氧丙嗪,西药,分类,镇咳药物,其他治疗,medical_kg
赖氨酸茶碱,西药,同义词,lysine tneophvllinate tablets,西药,medical_kg
组胺,西药,同义词,磷酸组织胺,西药,medical_kg
戈拉碘铵,西药,注意事项,用药前后及用药时应当检查或监测(1)血气分析。(2)血压、心率和呼吸功能。,其他治疗,medical_kg
急支糖浆,中成药,适应症,支气管炎,疾病,medical_kg
欧车前亲水胶,西药,不良反应,支气管痉挛,症状,medical_kg
依托红霉素,西药,用法用量,成人：每天1～2g，分3～4次服用。,其他治疗,medical_kg
复方异丙托溴铵,西药,不良反应,焦虑,症状,medical_kg
罗他霉素,西药,注意事项,出现皮疹等过敏症状时须停药。,其他治疗,medical_kg
碘海醇,西药,不良反应,喉头水肿,症状,medical_kg
班布特罗,西药,分类,气道扩张药,其他治疗,medical_kg
卡泊芬净,西药,用法用量,肾功能损害及轻度肝功能损害患者不需调整剂量，中度肝功能损害患者首日负荷剂量为70mg，继以维持剂量每日35mg。,其他治疗,medical_kg
戈拉碘铵,西药,适应症,支气管哮喘,疾病,medical_kg
羧苄西林,西药,英文名称,carbenicillin,药物,medical_kg
磺胺甲噁唑,西药,同义词,smz,西药,medical_kg
联磺甲氧苄啶,西药,注意事项,(1)交叉过敏反应。对一种磺胺类药物呈现过敏的患者对其他磺胺类药物也可能过敏。(2)对呋塞米、砜类、噻嗪类利尿药、磺脲类、碳酸酐酶抑制药呈现过敏的患者，对磺胺类药物亦可过敏。(3)用药期间须注意：血常规检查，对疗程长、服用剂量大、老年、营养不良及服用抗癫痫药的患者尤为重要。治疗中定期尿液检查(每2～3天查尿常规一次)以发现长疗程或高剂量治疗时可能发生的结晶尿。肝、肾功能检查。(4)一次服用本品时应饮用足量水分。服用期间也应保持充足进水量，使成人尿量每天至少维持在1200ml以上。如应用本品疗程长，剂量大时除多饮水外宜同服碳酸氢钠。(5)严重感染者应测定血药浓度，对大多数感染疾患者游离磺胺浓度达50～150μg/ml(严重感染120～15μg/ml)可有效。(6)不可任意加大剂量、增加用药次数或延长疗程，以防蓄积中毒。(7)由于本品能抑制大肠杆菌的生长，妨碍b族维生素在肠内的合成，故使用本品超过一周以上者，应同时给予维生素b以预防其缺乏。(8)如因服用本品引起叶酸缺乏时，可同时服用叶酸制剂，后者并不干扰tmp的抗菌活性，因细菌并不能利用已合成的叶酸，如有骨髓抑制征象发生，应即停用本品，并给予叶酸3～6mg肌注，一天1次，使用2天或根据需要用药至造血功能恢复正常，对长期、过量使用本品者可给予高剂量叶酸并延长疗程。,其他治疗,medical_kg
克林霉素,西药,英文名称,clindamycin,药物,medical_kg
多西紫杉醇,西药,不良反应,中性粒细胞减少,症状,medical_kg
沙美特罗,西药,适应症,哮喘,疾病,medical_kg
咳喘宁合剂,中成药,分类,呼吸系统药物,其他治疗,medical_kg
帕司烟肼,西药,用法用量,儿童：抗结核病：每天20～30mg/kg，分3～4次服。,其他治疗,medical_kg
依托咪酯,西药,成份,脂肪乳注射液：l0ml:20mg。,药物,medical_kg
奥西那林,西药,同义词,metaproterenol,西药,medical_kg
瑞芬太尼,西药,注意事项,衰弱患者慎用。,其他治疗,medical_kg
卡茚西林,西药,同义词,羧茚青霉素,西药,medical_kg
丙卡特罗,西药,同义词,美普清,西药,medical_kg
肺力咳合剂,中成药,适应症,急性支气管炎,疾病,medical_kg
磺胺甲噁唑磺胺嘧啶甲氧苄啶,西药,分类,抗生素,其他治疗,medical_kg
福多司坦,西药,适应症,慢性支气管炎,疾病,medical_kg
卡茚西林,西药,同义词,羧茚苄青霉素,西药,medical_kg
亚胺培南西司他丁钠,西药,同义词,primaxin,西药,medical_kg
痰咳净片,中成药,适应症,慢性支气管炎,疾病,medical_kg
氧氟沙星,西药,注意事项,偶尔皮疹、荨麻疹、瘙痒、眼睑发红或浮肿、结膜充血等，一旦出现症状终止给药。,其他治疗,medical_kg
卤米松,西药,同义词,卤美松,西药,medical_kg
碘克沙醇,西药,注意事项,对有过敏反应史、哮喘史或对碘造影剂有不良反应史的患者需特别注意，可以考虑预先给予皮质激素或抗组胺药。,其他治疗,medical_kg
头孢甲肟,西药,同义词,头孢噻肟四唑,西药,medical_kg
多索茶碱,西药,成份,片剂：(1)200mg；(2)300mg；(3)400mg。胶囊：200mg。贮法：密闭干燥处贮存。注射液：10ml：100mg。大输液：100ml：300mg。散剂：200mg。氯化钠注射液：100ml(多索茶碱300mg与氯化钠900mg)。葡萄糖注射液：(1)100ml(多索茶碱300mg与葡萄糖5g)。(2)250ml(多索茶碱300mg与葡萄糖12.5g)。,药物,medical_kg
苯丙哌林,西药,同义词,科福乐,西药,medical_kg
福莫特罗,西药,注意事项,甲亢、糖尿病、高血压、心脏病患者慎用。,其他治疗,medical_kg
亚胺培南西司他丁钠,西药,不良反应,过快,症状,medical_kg
复方氨茶碱暴马子胶囊,中成药,分类,镇咳、祛痰及平喘药,其他治疗,medical_kg
头孢哌酮舒巴坦,西药,用法用量,肾功能不全时剂量：肾功能损害者肌酐清除率为每分钟16～30ml时，最大剂量为2g，间隔时间12h；肌酐清除率为每分钟小于15ml时，最大剂量为1g，间隔时间为12h。,其他治疗,medical_kg
粉尘螨,西药,适应症,过敏性鼻炎,疾病,medical_kg
布地奈德,西药,同义词,泼米考特得宝,西药,medical_kg
羧苄西林,西药,同义词,羧苄青,西药,medical_kg
呋罗培南钠,西药,不良反应,胸部x线异常,症状,medical_kg
碳酸氢钠,西药,注意事项,用药前后及用药时应当检查或监测：(1)动脉血气分析或二氧化碳结合力；(2)测定血清碳酸氢根离子浓度及血清钠、钾、氯、钙浓度：(3)肾功能；(4)尿ph值。,其他治疗,medical_kg
筒箭毒碱,西药,英文名称,tubocurarine,药物,medical_kg
妥洛特罗,西药,同义词,喘舒,西药,medical_kg
雷米普利,西药,不良反应,血管神经性水肿,症状,medical_kg
利奈唑胺,西药,注意事项,孕妇和哺乳期妇女慎用。,其他治疗,medical_kg
头孢磺啶,西药,所属科室,抗生素,科室,medical_kg
泰利霉素,西药,不良反应,咳嗽,症状,medical_kg
溴己新,西药,同义词,必消痰,西药,medical_kg
